Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Childs, Dennis R.","
LTEN 27 - Intro/Afro-American Literature (A)
",SP23,81,"
30
","
100.0%
","
93.3%
","
4.90
","
B+ (3.67)
","
B (3.22)
"
"Childs, Dennis R.","
LTEN 27 - Intro/Afro-American Literature (A)
",SP22,63,"
23
","
95.5%
","
90.5%
","
5.05
","
A- (3.86)
","
B+ (3.55)
"
"Childs, Dennis R.","
LTEN 27 - Intro/Afro-American Literature (A)
",WI21,62,"
31
","
100.0%
","
96.8%
","
5.79
","
B+ (3.43)
","
B+ (3.62)
"
"Childs, Dennis R.","
LTEN 27 - Intro/Afro-American Literature (A)
",WI20,80,"
57
","
88.9%
","
90.4%
","
5.23
","
B (3.19)
","
B (3.10)
"
"Childs, Dennis R.","
LTEN 27 - Intro/Afro-American Literature (A)
",SP19,82,"
38
","
91.2%
","
91.2%
","
4.89
","
B+ (3.41)
","
B+ (3.30)
"
"Odom, Mychal Matsemelaali","
LTEN 27 - Intro/Afro-American Literature (A)
",SP18,79,"
36
","
72.2%
","
74.3%
","
3.44
","
A- (3.77)
","
A- (3.72)
"
"Childs, Dennis R.","
LTEN 27 - Intro/Afro-American Literature (A)
",SP17,88,"
31
","
89.7%
","
86.2%
","
5.19
","
B (3.17)
","
B (3.08)
"
"Childs, Dennis R.","
LTEN 27 - Intro/Afro-American Literature (A)
",WI16,84,"
37
","
91.4%
","
88.6%
","
5.93
","
B+ (3.41)
","
B+ (3.60)
"
"Childs, Dennis R.","
LTEN 27 - Intro/Afro-American Literature (A)
",WI15,86,"
40
","
85.0%
","
95.0%
","
7.30
","
B+ (3.50)
","
B+ (3.67)
"
"Forbes, Camille","
LTEN 27 - Intro/Afro-American Literature (A)
",FA13,93,"
40
","
80.0%
","
87.5%
","
5.12
","
B+ (3.39)
","
B (3.24)
"
"Forbes, Camille","
LTEN 27 - Intro/Afro-American Literature (A)
",WI13,94,"
46
","
78.3%
","
87.0%
","
4.45
","
B+ (3.30)
","
B- (2.76)
"
"Forbes, Camille                    ","
LTEN 27 - Intro/Afro-American Literature (A)
",FA10,85,"
39
","
79.5%
","
87.2%
","
6.04
","
B (3.26)
","
B- (2.86)
"
"Forbes, Camille                    ","
LTEN 27 - Intro/Afro-American Literature (A)
",SP10,82,"
33
","
72.7%
","
84.4%
","
5.71
","
B+ (3.56)
","
B+ (3.32)
"
"Forbes, Camille                    ","
LTEN 27 - Intro/Afro-American Literature (A)
",SP09,79,"
50
","
88.0%
","
98.0%
","
4.95
","
B+ (3.56)
","
B (3.11)
"
"Forbes, Camille               ","
LTEN 27 - Intro/Afro-American Literature (A)
",WI08,58,"
42
","
80.5%
","
92.7%
","
4.69
","
B (3.26)
","
B (3.18)
"
