Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Ostovany, Khashayar","
SOCI 180 - Social Movemnts&Social Protest (A)
",SP23,28,"
6
","
83.3%
","
83.3%
","
5.17
","
B+ (3.67)
","
B+ (3.40)
"
"Calderon-Zaks, Michael Aar","
SOCI 180 - Social Movemnts&Social Protest (A)
",FA22,54,"
39
","
86.8%
","
76.3%
","
3.94
","
B+ (3.67)
","
N/A
"
"Ostovany, Khashayar","
SOCI 180 - Social Movemnts&Social Protest (A)
",SP22,24,"
10
","
77.8%
","
77.8%
","
5.83
","
B+ (3.67)
","
B+ (3.67)
"
"Calderon-Zaks, Michael Aar","
SOCI 180 - Social Movemnts&Social Protest (A)
",FA21,42,"
32
","
90.6%
","
87.5%
","
4.75
","
B+ (3.69)
","
A- (3.77)
"
"Calderon-Zaks, Michael Aar","
SOCI 180 - Social Movemnts&Social Protest (A)
",SP21,41,"
33
","
93.9%
","
97.0%
","
4.20
","
A- (3.78)
","
A- (3.78)
"
"Haydu, Jeffrey Miles","
SOCI 180 - Social Movemnts&Social Protest (A)
",WI20,97,"
19
","
89.5%
","
94.7%
","
4.29
","
B (3.22)
","
B+ (3.32)
"
"Martin, Isaac","
SOCI 180 - Social Movemnts&Social Protest (A)
",FA15,54,"
23
","
95.5%
","
90.9%
","
4.86
","
B (3.14)
","
B+ (3.49)
"
"Meyers, Stephen J","
SOCI 180 - Social Movemnts&Social Protest (A)
",FA14,55,"
23
","
90.9%
","
86.4%
","
5.86
","
A- (3.77)
","
B+ (3.43)
"
"Martin, Isaac","
SOCI 180 - Social Movemnts&Social Protest (A)
",SP14,73,"
26
","
100.0%
","
100.0%
","
5.63
","
B (3.26)
","
B+ (3.33)
"
"Smith, Devon Y.                    ","
SOCI 180 - Social Movemnts&Social Protest (A)
",WI10,136,"
52
","
82.7%
","
86.3%
","
4.30
","
B+ (3.48)
","
B- (2.87)
"
"Haydu, Jeffrey Miles","
SOCI 180 - Social Movemnts&Social Protest (A)
",WI09,123,"
75
","
83.8%
","
87.8%
","
3.98
","
B+ (3.40)
","
B+ (3.31)
"
